source_node	target_node	Source Node Attribute	Target Node Attribute
MEG8	P78332	lncRNA	protein
MEG9	P78332	lncRNA	protein
AL132709.1	P78332	lncRNA	protein
LINC00524	P78332	lncRNA	protein
PWRN1	P78332	lncRNA	protein
AC144833.1	P78332	lncRNA	protein
GOLGA8M	P78332	lncRNA	protein
SRP14-AS1	P78332	lncRNA	protein
OIP5-AS1	P78332	lncRNA	protein
LINC00926	P78332	lncRNA	protein
USP3-AS1	P78332	lncRNA	protein
IQCH-AS1	P78332	lncRNA	protein
ADPGK-AS1	P78332	lncRNA	protein
NTRK3-AS1	P78332	lncRNA	protein
LINC00924	P78332	lncRNA	protein
NR2F2-AS1	P78332	lncRNA	protein
SPATA8-AS1	P78332	lncRNA	protein
LINC00923	P78332	lncRNA	protein
AC141586.5	P78332	lncRNA	protein
LINC00514	P78332	lncRNA	protein
AC009134.1	P78332	lncRNA	protein
U91319.1	P78332	lncRNA	protein
U95743.1	P78332	lncRNA	protein
C16orf97	P78332	lncRNA	protein
CASC16	P78332	lncRNA	protein
CRNDE	P78332	lncRNA	protein
AC012322.1	P78332	lncRNA	protein
LINC00922	P78332	lncRNA	protein
AC009120.4	P78332	lncRNA	protein
AC009120.6	P78332	lncRNA	protein
LINC00311	P78332	lncRNA	protein
LINC00917	P78332	lncRNA	protein
FENDRR	P78332	lncRNA	protein
AC099684.1	P78332	lncRNA	protein
AC091153.4	P78332	lncRNA	protein
AC087501.1	P78332	lncRNA	protein
LINC00670	P78332	lncRNA	protein
COX10-AS1	P78332	lncRNA	protein
RAI1-AS1	P78332	lncRNA	protein
SMCR5	P78332	lncRNA	protein
AC084809.2	P78332	lncRNA	protein
AC015849.2	P78332	lncRNA	protein
AC003958.2	P78332	lncRNA	protein
NBR2	P78332	lncRNA	protein
LINC00910	P78332	lncRNA	protein
MAP3K14-AS1	P78332	lncRNA	protein
AC091132.1	P78332	lncRNA	protein
MAPT-AS1	P78332	lncRNA	protein
HOXB-AS1	P78332	lncRNA	protein
LINC00511	P78332	lncRNA	protein
LINC00469	P78332	lncRNA	protein
AC125421.1	P78332	lncRNA	protein
SNHG16	P78332	lncRNA	protein
LINC00470	P78332	lncRNA	protein
DLGAP1-AS4	P78332	lncRNA	protein
LINC00667	P78332	lncRNA	protein
AQP4-AS1	P78332	lncRNA	protein
LINC00907	P78332	lncRNA	protein
LINC-ROR	P78332	lncRNA	protein
LINC00305	P78332	lncRNA	protein
LINC00683	P78332	lncRNA	protein
CSNK1G2-AS1	P78332	lncRNA	protein
AC010649.1	P78332	lncRNA	protein
MIR7-3HG	P78332	lncRNA	protein
RAB11B-AS1	P78332	lncRNA	protein
AC007787.2	P78332	lncRNA	protein
AC003956.1	P78332	lncRNA	protein
LINC00905	P78332	lncRNA	protein
AC005253.2	P78332	lncRNA	protein
HPN-AS1	P78332	lncRNA	protein
AC002511.1	P78332	lncRNA	protein
UPK1A-AS1	P78332	lncRNA	protein
ZNF571-AS1	P78332	lncRNA	protein
LIPE-AS1	P78332	lncRNA	protein
DACT3-AS1	P78332	lncRNA	protein
AC006115.3	P78332	lncRNA	protein
AC079779.4	P78332	lncRNA	protein
AC116609.1	P78332	lncRNA	protein
AC144450.1	P78332	lncRNA	protein
AC019118.2	P78332	lncRNA	protein
LINC00487	P78332	lncRNA	protein
AC013460.1	P78332	lncRNA	protein
LINC00299	P78332	lncRNA	protein
U91324.1	P78332	lncRNA	protein
AC010969.1	P78332	lncRNA	protein
AC092687.3	P78332	lncRNA	protein
AC096559.1	P78332	lncRNA	protein
LINC00276	P78332	lncRNA	protein
AC104623.2	P78332	lncRNA	protein
AC098828.2	P78332	lncRNA	protein
AC011752.1	P78332	lncRNA	protein
AC018742.1	P78332	lncRNA	protein
AC096570.2	P78332	lncRNA	protein
AC012506.4	P78332	lncRNA	protein
DNAJC27-AS1	P78332	lncRNA	protein
AC104699.1	P78332	lncRNA	protein
AC013472.3	P78332	lncRNA	protein
AGBL5-IT1	P78332	lncRNA	protein
LINC00486	P78332	lncRNA	protein
AC073218.2	P78332	lncRNA	protein
AC012593.1	P78332	lncRNA	protein
LINC00211	P78332	lncRNA	protein
RMDN2-AS1	P78332	lncRNA	protein
CYP1B1-AS1	P78332	lncRNA	protein
SLC8A1-AS1	P78332	lncRNA	protein
AC016735.1	P78332	lncRNA	protein
AC016722.2	P78332	lncRNA	protein
AC016722.1	P78332	lncRNA	protein
AC010967.2	P78332	lncRNA	protein
AC007092.1	P78332	lncRNA	protein
AC009970.1	P78332	lncRNA	protein
LINC00309	P78332	lncRNA	protein
AC007389.3	P78332	lncRNA	protein
MEIS1-AS3	P78332	lncRNA	protein
AC023115.1	P78332	lncRNA	protein
AC007422.1	P78332	lncRNA	protein
PCBP1-AS1	P78332	lncRNA	protein
ALMS1-IT1	P78332	lncRNA	protein
DGUOK-AS1	P78332	lncRNA	protein
AC010105.1	P78332	lncRNA	protein
AC159540.2	P78332	lncRNA	protein
AC109826.1	P78332	lncRNA	protein
AC092168.2	P78332	lncRNA	protein
AC073987.1	P78332	lncRNA	protein
AC096554.1	P78332	lncRNA	protein
AC013402.2	P78332	lncRNA	protein
AC018730.1	P78332	lncRNA	protein
AC010884.1	P78332	lncRNA	protein
GACAT1	P78332	lncRNA	protein
AC017074.2	P78332	lncRNA	protein
AC010982.1	P78332	lncRNA	protein
AC009312.1	P78332	lncRNA	protein
AC073257.2	P78332	lncRNA	protein
AC073257.1	P78332	lncRNA	protein
AC018866.1	P78332	lncRNA	protein
AC067960.1	P78332	lncRNA	protein
AC073409.1	P78332	lncRNA	protein
AC023347.1	P78332	lncRNA	protein
AC010976.2	P78332	lncRNA	protein
AJ239322.1	P78332	lncRNA	protein
AC097532.2	P78332	lncRNA	protein
AC114763.1	P78332	lncRNA	protein
AC096558.1	P78332	lncRNA	protein
AC079584.2	P78332	lncRNA	protein
TEX41	P78332	lncRNA	protein
AC062031.1	P78332	lncRNA	protein
AC062032.1	P78332	lncRNA	protein
AC007364.1	P78332	lncRNA	protein
CCDC148-AS1	P78332	lncRNA	protein
AC009313.1	P78332	lncRNA	protein
AC009495.3	P78332	lncRNA	protein
CERS6-AS1	P78332	lncRNA	protein
AC012594.1	P78332	lncRNA	protein
AC104088.1	P78332	lncRNA	protein
RAPGEF4-AS1	P78332	lncRNA	protein
AC017048.2	P78332	lncRNA	protein
AC074286.1	P78332	lncRNA	protein
TTN-AS1	P78332	lncRNA	protein
AC009478.1	P78332	lncRNA	protein
AC068196.1	P78332	lncRNA	protein
AC007319.1	P78332	lncRNA	protein
AC006460.2	P78332	lncRNA	protein
AC098617.1	P78332	lncRNA	protein
PCGEM1	P78332	lncRNA	protein
AC064834.1	P78332	lncRNA	protein
ANKRD44-IT1	P78332	lncRNA	protein
AC019330.1	P78332	lncRNA	protein
CFLAR-AS1	P78332	lncRNA	protein
AC016903.2	P78332	lncRNA	protein
AC007879.1	P78332	lncRNA	protein
AC007879.2	P78332	lncRNA	protein
AC006994.2	P78332	lncRNA	protein
AC079610.1	P78332	lncRNA	protein
VWC2L-IT1	P78332	lncRNA	protein
AC012668.2	P78332	lncRNA	protein
LINC00607	P78332	lncRNA	protein
AC098820.3	P78332	lncRNA	protein
DIRC3	P78332	lncRNA	protein
AC068489.1	P78332	lncRNA	protein
AC010980.2	P78332	lncRNA	protein
LINC00471	P78332	lncRNA	protein
AC073254.1	P78332	lncRNA	protein
AGAP1-IT1	P78332	lncRNA	protein
AC107079.1	P78332	lncRNA	protein
AC112721.2	P78332	lncRNA	protein
AC124861.1	P78332	lncRNA	protein
AC104809.2	P78332	lncRNA	protein
BOK-AS1	P78332	lncRNA	protein
SDCBP2-AS1	P78332	lncRNA	protein
UBOX5-AS1	P78332	lncRNA	protein
LINC00658	P78332	lncRNA	protein
LINC00654	P78332	lncRNA	protein
PLCB1-IT1	P78332	lncRNA	protein
SNAP25-AS1	P78332	lncRNA	protein
LINC00687	P78332	lncRNA	protein
MACROD2-IT1	P78332	lncRNA	protein
LINC00237	P78332	lncRNA	protein
FAM182B	P78332	lncRNA	protein
ITCH-IT1	P78332	lncRNA	protein
SNHG17	P78332	lncRNA	protein
LINC00494	P78332	lncRNA	protein
HAR1B	P78332	lncRNA	protein
AP001172.2	P78332	lncRNA	protein
C21orf91-OT1	P78332	lncRNA	protein
LINC00320	P78332	lncRNA	protein
LINC00158	P78332	lncRNA	protein
LINC00314	P78332	lncRNA	protein
LINC00189	P78332	lncRNA	protein
BACH1-IT1	P78332	lncRNA	protein
LINC00159	P78332	lncRNA	protein
LINC00846	P78332	lncRNA	protein
PAXBP1-AS1	P78332	lncRNA	protein
LINC00945	P78332	lncRNA	protein
LINC00649	P78332	lncRNA	protein
LINC00310	P78332	lncRNA	protein
CBR3-AS1	P78332	lncRNA	protein
DSCR4-IT1	P78332	lncRNA	protein
DSCR8	P78332	lncRNA	protein
AP001042.1	P78332	lncRNA	protein
AP001043.1	P78332	lncRNA	protein
BRWD1-AS1	P78332	lncRNA	protein
DSCAM-IT1	P78332	lncRNA	protein
LINC00111	P78332	lncRNA	protein
LINC00479	P78332	lncRNA	protein
LINC00112	P78332	lncRNA	protein
ZNF295-AS1	P78332	lncRNA	protein
AP001627.1	P78332	lncRNA	protein
ERVH48-1	P78332	lncRNA	protein
LINC00322	P78332	lncRNA	protein
LINC00313	P78332	lncRNA	protein
LINC00319	P78332	lncRNA	protein
LINC00334	P78332	lncRNA	protein
AC023490.1	P78332	lncRNA	protein
ADORA2A-AS1	P78332	lncRNA	protein
MIAT	P78332	lncRNA	protein
ZNRF3-IT1	P78332	lncRNA	protein
RFPL1S	P78332	lncRNA	protein
TUG1	P78332	lncRNA	protein
LARGE-AS1	P78332	lncRNA	protein
LL22NC01-81G9.3	P78332	lncRNA	protein
EFCAB6-AS1	P78332	lncRNA	protein
LINC00229	P78332	lncRNA	protein
LINC00898	P78332	lncRNA	protein
CHL1-AS1	P78332	lncRNA	protein
AC090044.1	P78332	lncRNA	protein
CNTN4-AS2	P78332	lncRNA	protein
EGOT	P78332	lncRNA	protein
BHLHE40-AS1	P78332	lncRNA	protein
AC026202.3	P78332	lncRNA	protein
AC026167.1	P78332	lncRNA	protein
GRM7-AS3	P78332	lncRNA	protein
LMCD1-AS1	P78332	lncRNA	protein
SRGAP3-AS1	P78332	lncRNA	protein
PRRT3-AS1	P78332	lncRNA	protein
GHRLOS	P78332	lncRNA	protein
HDAC11-AS1	P78332	lncRNA	protein
LINC00620	P78332	lncRNA	protein
FGD5-AS1	P78332	lncRNA	protein
SH3BP5-AS1	P78332	lncRNA	protein
AC144521.1	P78332	lncRNA	protein
THRB-AS1	P78332	lncRNA	protein
RBMS3-AS3	P78332	lncRNA	protein
OSBPL10-AS1	P78332	lncRNA	protein
CNOT10-AS1	P78332	lncRNA	protein
AC018359.1	P78332	lncRNA	protein
C3orf35	P78332	lncRNA	protein
ENTPD3-AS1	P78332	lncRNA	protein
HHATL-AS1	P78332	lncRNA	protein
ZNF197-AS1	P78332	lncRNA	protein
KIF9-AS1	P78332	lncRNA	protein
ESRG	P78332	lncRNA	protein
CACNA2D3-AS1	P78332	lncRNA	protein
ARHGEF3-AS1	P78332	lncRNA	protein
PTPRG-AS1	P78332	lncRNA	protein
LINC00698	P78332	lncRNA	protein
SYNPR-AS1	P78332	lncRNA	protein
PRICKLE2-AS3	P78332	lncRNA	protein
ADAMTS9-AS1	P78332	lncRNA	protein
ADAMTS9-AS2	P78332	lncRNA	protein
MAGI1-AS1	P78332	lncRNA	protein
FOXP1-AS1	P78332	lncRNA	protein
FOXP1-IT1	P78332	lncRNA	protein
LINC00877	P78332	lncRNA	protein
LINC00971	P78332	lncRNA	protein
LINC00882	P78332	lncRNA	protein
LINC00635	P78332	lncRNA	protein
MORC1-AS1	P78332	lncRNA	protein
ALDH1L1-AS2	P78332	lncRNA	protein
NPHP3-AS1	P78332	lncRNA	protein
SLC9A9-AS1	P78332	lncRNA	protein
TM4SF1-AS1	P78332	lncRNA	protein
CLRN1-AS1	P78332	lncRNA	protein
ARHGEF26-AS1	P78332	lncRNA	protein
IQCJ-SCHIP1-AS1	P78332	lncRNA	protein
TMEM212-AS1	P78332	lncRNA	protein
NAALADL2-AS3	P78332	lncRNA	protein
NAALADL2-AS2	P78332	lncRNA	protein
LINC00578	P78332	lncRNA	protein
CCDC39-AS1	P78332	lncRNA	protein
SOX2-OT	P78332	lncRNA	protein
EHHADH-AS1	P78332	lncRNA	protein
FGF12-AS2	P78332	lncRNA	protein
LINC00884	P78332	lncRNA	protein
LINC00885	P78332	lncRNA	protein
AC128709.3	P78332	lncRNA	protein
AC024560.3	P78332	lncRNA	protein
AC139887.4	P78332	lncRNA	protein
AC092535.3	P78332	lncRNA	protein
STX18-IT1	P78332	lncRNA	protein
STX18-AS1	P78332	lncRNA	protein
LINC00504	P78332	lncRNA	protein
TAPT1-AS1	P78332	lncRNA	protein
AC024132.1	P78332	lncRNA	protein
UCHL1-AS1	P78332	lncRNA	protein
LNX1-AS2	P78332	lncRNA	protein
SRD5A3-AS1	P78332	lncRNA	protein
AC107072.2	P78332	lncRNA	protein
LINC00989	P78332	lncRNA	protein
PCAT4	P78332	lncRNA	protein
LINC00575	P78332	lncRNA	protein
STPG2-AS1	P78332	lncRNA	protein
AC004053.1	P78332	lncRNA	protein
LEF1-AS1	P78332	lncRNA	protein
RPL34-AS1	P78332	lncRNA	protein
SEC24B-AS1	P78332	lncRNA	protein
LINC00616	P78332	lncRNA	protein
SLC7A11-AS1	P78332	lncRNA	protein
LINC00498	P78332	lncRNA	protein
LINC00499	P78332	lncRNA	protein
LINC00500	P78332	lncRNA	protein
HHIP-AS1	P78332	lncRNA	protein
AC005150.1	P78332	lncRNA	protein
HAND2-AS1	P78332	lncRNA	protein
LINC00290	P78332	lncRNA	protein
AC108142.1	P78332	lncRNA	protein
CTD-3080P12.3	P78332	lncRNA	protein
LIFR-AS1	P78332	lncRNA	protein
LINC00604	P78332	lncRNA	protein
AC008940.1	P78332	lncRNA	protein
AC008937.2	P78332	lncRNA	protein
PART1	P78332	lncRNA	protein
C5orf64	P78332	lncRNA	protein
ZBED3-AS1	P78332	lncRNA	protein
TMEM161B-AS1	P78332	lncRNA	protein
LINC00461	P78332	lncRNA	protein
MEF2C-AS1	P78332	lncRNA	protein
NR2F1-AS1	P78332	lncRNA	protein
AC008592.4	P78332	lncRNA	protein
LINC00492	P78332	lncRNA	protein
LINC00491	P78332	lncRNA	protein
AC010468.2	P78332	lncRNA	protein
STARD4-AS1	P78332	lncRNA	protein
NREP-AS1	P78332	lncRNA	protein
P4HA2-AS1	P78332	lncRNA	protein
C5orf56	P78332	lncRNA	protein
AC005355.1	P78332	lncRNA	protein
TRPC7-AS1	P78332	lncRNA	protein
PPP2R2B-IT1	P78332	lncRNA	protein
SAP30L-AS1	P78332	lncRNA	protein
AC106801.1	P78332	lncRNA	protein
AC008691.1	P78332	lncRNA	protein
CTD-2270F17.1	P78332	lncRNA	protein
PRR7-AS1	P78332	lncRNA	protein
LY86-AS1	P78332	lncRNA	protein
LINC00518	P78332	lncRNA	protein
LINC00240	P78332	lncRNA	protein
HCG18	P78332	lncRNA	protein
MDC1-AS1	P78332	lncRNA	protein
HCG20	P78332	lncRNA	protein
LINC00243	P78332	lncRNA	protein
HCG21	P78332	lncRNA	protein
HCP5	P78332	lncRNA	protein
EHMT2-AS1	P78332	lncRNA	protein
TDRG1	P78332	lncRNA	protein
MLIP-AS1	P78332	lncRNA	protein
KCNQ5-IT1	P78332	lncRNA	protein
SNHG5	P78332	lncRNA	protein
UFL1-AS1	P78332	lncRNA	protein
BVES-AS1	P78332	lncRNA	protein
TRAF3IP2-AS1	P78332	lncRNA	protein
LINC00326	P78332	lncRNA	protein
MYB-AS1	P78332	lncRNA	protein
LINC00271	P78332	lncRNA	protein
STXBP5-AS1	P78332	lncRNA	protein
AIRN	P78332	lncRNA	protein
RPS6KA2-IT1	P78332	lncRNA	protein
LINC00574	P78332	lncRNA	protein
AC093627.7	P78332	lncRNA	protein
AC147651.1	P78332	lncRNA	protein
AC147651.3	P78332	lncRNA	protein
PSMG3-AS1	P78332	lncRNA	protein
AC073316.1	P78332	lncRNA	protein
RNF216-IT1	P78332	lncRNA	protein
AC007128.1	P78332	lncRNA	protein
AC005281.1	P78332	lncRNA	protein
AC006482.1	P78332	lncRNA	protein
AC007091.1	P78332	lncRNA	protein
AC099342.1	P78332	lncRNA	protein
HOXA-AS2	P78332	lncRNA	protein
HOXA-AS3	P78332	lncRNA	protein
JAZF1-AS1	P78332	lncRNA	protein
NPSR1-AS1	P78332	lncRNA	protein
AC083864.3	P78332	lncRNA	protein
ELMO1-AS1	P78332	lncRNA	protein
POU6F2-AS2	P78332	lncRNA	protein
LINC00265	P78332	lncRNA	protein
AC004988.1	P78332	lncRNA	protein
HECW1-IT1	P78332	lncRNA	protein
LINC00957	P78332	lncRNA	protein
AC073325.1	P78332	lncRNA	protein
AC004870.4	P78332	lncRNA	protein
AC004870.3	P78332	lncRNA	protein
AC020743.2	P78332	lncRNA	protein
LINC00174	P78332	lncRNA	protein
MAGI2-AS3	P78332	lncRNA	protein
STEAP2-AS1	P78332	lncRNA	protein
AC002454.1	P78332	lncRNA	protein
AC006378.2	P78332	lncRNA	protein
AC003092.1	P78332	lncRNA	protein
AC003092.2	P78332	lncRNA	protein
LHFPL3-AS1	P78332	lncRNA	protein
AC073071.1	P78332	lncRNA	protein
AC073130.3	P78332	lncRNA	protein
AC073130.1	P78332	lncRNA	protein
ST7-OT4	P78332	lncRNA	protein
ST7-AS2	P78332	lncRNA	protein
AC024084.1	P78332	lncRNA	protein
AC009264.1	P78332	lncRNA	protein
EPHA1-AS1	P78332	lncRNA	protein
ATP6V0E2-AS1	P78332	lncRNA	protein
AC006372.4	P78332	lncRNA	protein
GS1-24F4.2	P78332	lncRNA	protein
FAM66D	P78332	lncRNA	protein
LINC00681	P78332	lncRNA	protein
AC105206.1	P78332	lncRNA	protein
EXTL3-AS1	P78332	lncRNA	protein
LINC00589	P78332	lncRNA	protein
AC026904.1	P78332	lncRNA	protein
AC022182.1	P78332	lncRNA	protein
LINC00967	P78332	lncRNA	protein
CASC9	P78332	lncRNA	protein
ZFHX4-AS1	P78332	lncRNA	protein
LINC00534	P78332	lncRNA	protein
LINC00535	P78332	lncRNA	protein
LINC00536	P78332	lncRNA	protein
AC023590.1	P78332	lncRNA	protein
HAS2-AS1	P78332	lncRNA	protein
FER1L6-AS1	P78332	lncRNA	protein
FER1L6-AS2	P78332	lncRNA	protein
LINC00964	P78332	lncRNA	protein
LINC00861	P78332	lncRNA	protein
PCAT1	P78332	lncRNA	protein
PVT1	P78332	lncRNA	protein
CCDC26	P78332	lncRNA	protein
AC083843.1	P78332	lncRNA	protein
AC084125.4	P78332	lncRNA	protein
LINC00583	P78332	lncRNA	protein
MIR31HG	P78332	lncRNA	protein
CDKN2B-AS1	P78332	lncRNA	protein
CNTFR-AS1	P78332	lncRNA	protein
MAMDC2-AS1	P78332	lncRNA	protein
SMC5-AS1	P78332	lncRNA	protein
PCAT7	P78332	lncRNA	protein
LINC00476	P78332	lncRNA	protein
LINC00587	P78332	lncRNA	protein
C9orf147	P78332	lncRNA	protein
FAM225B	P78332	lncRNA	protein
PAPPA-AS2	P78332	lncRNA	protein
TTLL11-IT1	P78332	lncRNA	protein
MIR181A2HG	P78332	lncRNA	protein
LINC00963	P78332	lncRNA	protein
PPP1R26-AS1	P78332	lncRNA	protein
SNHG7	P78332	lncRNA	protein
TLR8-AS1	P78332	lncRNA	protein
GS1-594A7.3	P78332	lncRNA	protein
PCYT1B-AS1	P78332	lncRNA	protein
JPX	P78332	lncRNA	protein
DIAPH2-AS1	P78332	lncRNA	protein
LINC00630	P78332	lncRNA	protein
MORF4L2-AS1	P78332	lncRNA	protein
SLC25A5-AS1	P78332	lncRNA	protein
MIR503HG	P78332	lncRNA	protein
LINC00632	P78332	lncRNA	protein
SPANXA2-OT1	P78332	lncRNA	protein
LINC00894	P78332	lncRNA	protein
GPR50-AS1	P78332	lncRNA	protein
HCFC1-AS1	P78332	lncRNA	protein
LINC00278	P78332	lncRNA	protein
TTTY11	P78332	lncRNA	protein
TTTY15	P78332	lncRNA	protein
FAM41AY1	P78332	lncRNA	protein
FAM224B	P78332	lncRNA	protein
FAM224A	P78332	lncRNA	protein
AC022486.1	P78332	lncRNA	protein
TTTY14	P78332	lncRNA	protein
LINC00982	P98175	lncRNA	protein
TMEM51-AS1	P98175	lncRNA	protein
PINK1-AS	P98175	lncRNA	protein
MDS2	P98175	lncRNA	protein
MATN1-AS1	P98175	lncRNA	protein
KDM4A-AS1	P98175	lncRNA	protein
CYP4A22-AS1	P98175	lncRNA	protein
AGBL4-IT1	P98175	lncRNA	protein
GNG12-AS1	P98175	lncRNA	protein
ZRANB2-AS2	P98175	lncRNA	protein
NEGR1-IT1	P98175	lncRNA	protein
LAMTOR5-AS1	P98175	lncRNA	protein
AP4B1-AS1	P98175	lncRNA	protein
LINC00623	P98175	lncRNA	protein
LINC00624	P98175	lncRNA	protein
FLG-AS1	P98175	lncRNA	protein
RUSC1-AS1	P98175	lncRNA	protein
RGS5	P98175	lncRNA	protein
LINC00970	P98175	lncRNA	protein
AL021068.1	P98175	lncRNA	protein
RASAL2-AS1	P98175	lncRNA	protein
MIR181A1HG	P98175	lncRNA	protein
IPO9-AS1	P98175	lncRNA	protein
PROX1-AS1	P98175	lncRNA	protein
LINC00210	P98175	lncRNA	protein
CHRM3-AS2	P98175	lncRNA	protein
IDI2-AS1	P98175	lncRNA	protein
PITRM1-AS1	P98175	lncRNA	protein
LINC00702	P98175	lncRNA	protein
LINC00703	P98175	lncRNA	protein
CALML3-AS1	P98175	lncRNA	protein
LINC00707	P98175	lncRNA	protein
PROSER2-AS1	P98175	lncRNA	protein
ST8SIA6-AS1	P98175	lncRNA	protein
GPR158-AS1	P98175	lncRNA	protein
LINC00839	P98175	lncRNA	protein
ZNF32-AS3	P98175	lncRNA	protein
LINC00840	P98175	lncRNA	protein
TMEM72-AS1	P98175	lncRNA	protein
LINC00842	P98175	lncRNA	protein
PRKG1-AS1	P98175	lncRNA	protein
LINC00844	P98175	lncRNA	protein
ZNF503-AS1	P98175	lncRNA	protein
LINC00856	P98175	lncRNA	protein
ZMIZ1-AS1	P98175	lncRNA	protein
TMEM254-AS1	P98175	lncRNA	protein
ACTA2-AS1	P98175	lncRNA	protein
ENTPD1-AS1	P98175	lncRNA	protein
DNMBP-AS1	P98175	lncRNA	protein
TLX1NB	P98175	lncRNA	protein
PDCD4-AS1	P98175	lncRNA	protein
EMX2OS	P98175	lncRNA	protein
WDR11-AS1	P98175	lncRNA	protein
LINC00601	P98175	lncRNA	protein
MIR210HG	P98175	lncRNA	protein
KCNQ1OT1	P98175	lncRNA	protein
TMEM9B-AS1	P98175	lncRNA	protein
SBF2-AS1	P98175	lncRNA	protein
MRVI1-AS1	P98175	lncRNA	protein
ZBED5-AS1	P98175	lncRNA	protein
BDNF-AS	P98175	lncRNA	protein
LINC00678	P98175	lncRNA	protein
WT1-AS	P98175	lncRNA	protein
NEAT1	P98175	lncRNA	protein
AP002387.1	P98175	lncRNA	protein
AP001372.2	P98175	lncRNA	protein
DISC1FP1	P98175	lncRNA	protein
NCAM1-AS1	P98175	lncRNA	protein
AP000997.2	P98175	lncRNA	protein
AP000797.3	P98175	lncRNA	protein
KIRREL3-AS1	P98175	lncRNA	protein
AP003025.2	P98175	lncRNA	protein
LINC00942	P98175	lncRNA	protein
CACNA1C-IT1	P98175	lncRNA	protein
AC005831.1	P98175	lncRNA	protein
CD27-AS1	P98175	lncRNA	protein
LINC00937	P98175	lncRNA	protein
A2ML1-AS1	P98175	lncRNA	protein
LINC00477	P98175	lncRNA	protein
RASSF8-AS1	P98175	lncRNA	protein
LINC00941	P98175	lncRNA	protein
DENND5B-AS1	P98175	lncRNA	protein
PCED1B-AS1	P98175	lncRNA	protein
HOXC5	P98175	lncRNA	protein
IFNG-AS1	P98175	lncRNA	protein
CLLU1	P98175	lncRNA	protein
SOCS2-AS1	P98175	lncRNA	protein
RMST	P98175	lncRNA	protein
LINC00485	P98175	lncRNA	protein
HNF1A-AS1	P98175	lncRNA	protein
LINC00939	P98175	lncRNA	protein
LINC00349	P98175	lncRNA	protein
LINC00442	P98175	lncRNA	protein
AL512652.1	P98175	lncRNA	protein
LATS2-AS1	P98175	lncRNA	protein
LINC00621	P98175	lncRNA	protein
LINC00327	P98175	lncRNA	protein
SPATA13	P98175	lncRNA	protein
LINC00566	P98175	lncRNA	protein
LINC00415	P98175	lncRNA	protein
WASF3-AS1	P98175	lncRNA	protein
TEX26-AS1	P98175	lncRNA	protein
LINC00423	P98175	lncRNA	protein
LINC00457	P98175	lncRNA	protein
LINC00571	P98175	lncRNA	protein
LINC00284	P98175	lncRNA	protein
SMIM2-AS1	P98175	lncRNA	protein
TPT1-AS1	P98175	lncRNA	protein
DLEU2	P98175	lncRNA	protein
DLEU1	P98175	lncRNA	protein
DLEU7-AS1	P98175	lncRNA	protein
INTS6-AS1	P98175	lncRNA	protein
LINC00448	P98175	lncRNA	protein
LINC00395	P98175	lncRNA	protein
LINC00355	P98175	lncRNA	protein
ATXN8OS	P98175	lncRNA	protein
LINC00348	P98175	lncRNA	protein
LINC00393	P98175	lncRNA	protein
LINC00402	P98175	lncRNA	protein
LINC00381	P98175	lncRNA	protein
RNF219-AS1	P98175	lncRNA	protein
LINC00331	P98175	lncRNA	protein
RBM26-AS1	P98175	lncRNA	protein
LINC00564	P98175	lncRNA	protein
LINC00333	P98175	lncRNA	protein
LINC00351	P98175	lncRNA	protein
MIR4500HG	P98175	lncRNA	protein
LINC00433	P98175	lncRNA	protein
LINC00353	P98175	lncRNA	protein
LINC00379	P98175	lncRNA	protein
GPC5-AS1	P98175	lncRNA	protein
GPC6-AS2	P98175	lncRNA	protein
GPC6-AS1	P98175	lncRNA	protein
NALCN-AS1	P98175	lncRNA	protein
FGF14-IT1	P98175	lncRNA	protein
LINC00343	P98175	lncRNA	protein
LINC00443	P98175	lncRNA	protein
ARHGEF7-AS2	P98175	lncRNA	protein
AL589743.1	P98175	lncRNA	protein
DHRS4-AS1	P98175	lncRNA	protein
ARHGAP5-AS1	P98175	lncRNA	protein
LINC00609	P98175	lncRNA	protein
LINC00639	P98175	lncRNA	protein
LINC00871	P98175	lncRNA	protein
LINC00519	P98175	lncRNA	protein
LINC00640	P98175	lncRNA	protein
FRMD6-AS2	P98175	lncRNA	protein
KTN1-AS1	P98175	lncRNA	protein
LINC00520	P98175	lncRNA	protein
OTX2-AS1	P98175	lncRNA	protein
HIF1A-AS1	P98175	lncRNA	protein
ACTN1-AS1	P98175	lncRNA	protein
DIO2-AS1	P98175	lncRNA	protein
FAM181A-AS1	P98175	lncRNA	protein
LINC00523	P98175	lncRNA	protein
MEG3	P98175	lncRNA	protein
MEG8	P98175	lncRNA	protein
MEG9	P98175	lncRNA	protein
AL132709.1	P98175	lncRNA	protein
LINC00524	P98175	lncRNA	protein
PWRN1	P98175	lncRNA	protein
GOLGA8M	P98175	lncRNA	protein
SRP14-AS1	P98175	lncRNA	protein
IQCH-AS1	P98175	lncRNA	protein
ADPGK-AS1	P98175	lncRNA	protein
UBL7-AS1	P98175	lncRNA	protein
DNM1P35	P98175	lncRNA	protein
AGBL1-AS1	P98175	lncRNA	protein
NTRK3-AS1	P98175	lncRNA	protein
LINC00924	P98175	lncRNA	protein
NR2F2-AS1	P98175	lncRNA	protein
SPATA8-AS1	P98175	lncRNA	protein
LINC00923	P98175	lncRNA	protein
SSTR5-AS1	P98175	lncRNA	protein
AC009134.1	P98175	lncRNA	protein
U91319.1	P98175	lncRNA	protein
