source_node	target_node	Source Node Attribute	Target Node Attribute
n363351	Q15717	lncRNA	protein
n363356	Q15717	lncRNA	protein
n363381	Q15717	lncRNA	protein
n363468	Q07955	lncRNA	protein
n363484	O00425	lncRNA	protein
n363484	P35637	lncRNA	protein
n363484	Q01844	lncRNA	protein
n363484	Q15717	lncRNA	protein
n363484	Q9NZI8	lncRNA	protein
n363484	Q9Y6M1	lncRNA	protein
n363491	Q9NZI8	lncRNA	protein
n363537	Q15717	lncRNA	protein
n363566	Q15717	lncRNA	protein
n363566	Q9UKV8	lncRNA	protein
n363616	Q07955	lncRNA	protein
n363631	Q07955	lncRNA	protein
n363651	P31483	lncRNA	protein
n363658	Q8NDV7	lncRNA	protein
n363658	Q9HCJ0	lncRNA	protein
n363658	Q9UPQ9	lncRNA	protein
n363690	O00425	lncRNA	protein
n363690	Q8NDV7	lncRNA	protein
n363690	Q9HCJ0	lncRNA	protein
n363690	Q9NZI8	lncRNA	protein
n363690	Q9UPQ9	lncRNA	protein
n363765	O00425	lncRNA	protein
n363765	Q9NZI8	lncRNA	protein
n363765	Q9Y6M1	lncRNA	protein
n363811	Q9Y6M1	lncRNA	protein
n363878	Q49AS9	lncRNA	protein
n363902	Q15717	lncRNA	protein
n363904	O00425	lncRNA	protein
n363904	Q9NZI8	lncRNA	protein
n363933	P31483	lncRNA	protein
n363933	Q13148	lncRNA	protein
n363933	Q15717	lncRNA	protein
n363933	Q49AS9	lncRNA	protein
n363933	Q9NZI8	lncRNA	protein
n363945	Q07955	lncRNA	protein
n363948	Q07955	lncRNA	protein
n364039	Q15717	lncRNA	protein
n364085	Q13148	lncRNA	protein
n364088	Q49AS9	lncRNA	protein
n364139	P31483	lncRNA	protein
n364139	Q07955	lncRNA	protein
n364158	Q96PU8	lncRNA	protein
n364168	Q9NZI8	lncRNA	protein
n364180	P31483	lncRNA	protein
n364180	P35637	lncRNA	protein
n364181	Q13148	lncRNA	protein
n364206	Q07955	lncRNA	protein
n364244	Q07955	lncRNA	protein
n364269	Q15717	lncRNA	protein
n364336	Q07955	lncRNA	protein
n364340	Q07955	lncRNA	protein
n364378	Q13148	lncRNA	protein
n364410	Q07955	lncRNA	protein
n364507	O00425	lncRNA	protein
n364511	P31483	lncRNA	protein
n364511	Q8NDV7	lncRNA	protein
n364511	Q9H9G7	lncRNA	protein
n364511	Q9HCJ0	lncRNA	protein
n364511	Q9HCK5	lncRNA	protein
n364511	Q9UKV8	lncRNA	protein
n364511	Q9UL18	lncRNA	protein
n364511	Q9UPQ9	lncRNA	protein
n364518	Q15717	lncRNA	protein
n364533	Q86X94	lncRNA	protein
n364544	Q15717	lncRNA	protein
n364545	Q15717	lncRNA	protein
n364548	O00425	lncRNA	protein
n364548	Q15717	lncRNA	protein
n364548	Q96PU8	lncRNA	protein
n364558	Q15717	lncRNA	protein
n364570	Q15717	lncRNA	protein
n364596	Q13148	lncRNA	protein
n364685	Q07955	lncRNA	protein
n364686	O00425	lncRNA	protein
n364686	Q9NZI8	lncRNA	protein
n364729	Q07955	lncRNA	protein
n364734	Q13148	lncRNA	protein
n364760	O00425	lncRNA	protein
n364760	Q15717	lncRNA	protein
n364842	O00425	lncRNA	protein
n364975	O00425	lncRNA	protein
n364975	P31483	lncRNA	protein
n364975	Q49AS9	lncRNA	protein
n365285	Q15717	lncRNA	protein
n365315	Q49AS9	lncRNA	protein
n365323	P31483	lncRNA	protein
n365366	O00425	lncRNA	protein
n365413	Q49AS9	lncRNA	protein
n365451	P35637	lncRNA	protein
n365451	Q15717	lncRNA	protein
n365469	Q13148	lncRNA	protein
n365489	Q15717	lncRNA	protein
n365492	O00425	lncRNA	protein
n365543	Q07955	lncRNA	protein
n365550	Q15717	lncRNA	protein
n365664	P35637	lncRNA	protein
n365664	Q01844	lncRNA	protein
n365664	Q15717	lncRNA	protein
n365664	Q49AS9	lncRNA	protein
n365664	Q86X94	lncRNA	protein
n365664	Q9HCE1	lncRNA	protein
n365737	O00425	lncRNA	protein
n365737	Q9NZI8	lncRNA	protein
n365737	Q9Y6M1	lncRNA	protein
n365837	Q13148	lncRNA	protein
n365866	Q15717	lncRNA	protein
n365880	Q9H9G7	lncRNA	protein
n365880	Q9HCK5	lncRNA	protein
n365880	Q9UKV8	lncRNA	protein
n365880	Q9UL18	lncRNA	protein
n365884	Q9Y6M1	lncRNA	protein
n365920	Q49AS9	lncRNA	protein
n365972	Q07955	lncRNA	protein
n366290	P31483	lncRNA	protein
n366290	Q15717	lncRNA	protein
n366331	Q15717	lncRNA	protein
n366357	Q49AS9	lncRNA	protein
n366395	Q13148	lncRNA	protein
n366396	Q13148	lncRNA	protein
n366554	P31483	lncRNA	protein
n366704	Q07955	lncRNA	protein
n366714	B7ZL34	lncRNA	protein
n366714	Q01844	lncRNA	protein
n366756	P26599	lncRNA	protein
n366788	P26599	lncRNA	protein
n366913	Q15717	lncRNA	protein
n367049	Q07955	lncRNA	protein
n367096	Q13148	lncRNA	protein
n367124	Q13148	lncRNA	protein
n367142	Q15717	lncRNA	protein
n367143	Q07955	lncRNA	protein
n367152	P35637	lncRNA	protein
n367182	Q15717	lncRNA	protein
n367218	Q07955	lncRNA	protein
n367363	Q15717	lncRNA	protein
n367375	Q15717	lncRNA	protein
n367422	P31483	lncRNA	protein
n367422	Q15717	lncRNA	protein
n367422	Q49AS9	lncRNA	protein
n367426	Q13148	lncRNA	protein
n367519	Q15717	lncRNA	protein
n367640	Q15717	lncRNA	protein
n367640	Q9NZI8	lncRNA	protein
n367640	Q9UKV8	lncRNA	protein
n367646	P26599	lncRNA	protein
n367646	Q15717	lncRNA	protein
n367646	Q49AS9	lncRNA	protein
n367650	P26599	lncRNA	protein
n367651	P35637	lncRNA	protein
n367651	Q15717	lncRNA	protein
n367676	Q49AS9	lncRNA	protein
n367774	Q49AS9	lncRNA	protein
n367775	O00425	lncRNA	protein
n367775	P35637	lncRNA	protein
n367775	Q07955	lncRNA	protein
n367775	Q15717	lncRNA	protein
n367848	Q15717	lncRNA	protein
n367885	Q15717	lncRNA	protein
n367887	P35637	lncRNA	protein
n367887	Q15717	lncRNA	protein
n367887	Q9UKV8	lncRNA	protein
n367989	Q13148	lncRNA	protein
n368098	Q01844	lncRNA	protein
n368098	Q15717	lncRNA	protein
n368106	P31483	lncRNA	protein
n368106	Q49AS9	lncRNA	protein
n368394	Q13148	lncRNA	protein
n368395	Q13148	lncRNA	protein
n368396	Q13148	lncRNA	protein
n368397	Q13148	lncRNA	protein
n368398	Q13148	lncRNA	protein
n368443	Q15717	lncRNA	protein
n368447	P31483	lncRNA	protein
n368511	Q13148	lncRNA	protein
n368608	Q8NDV7	lncRNA	protein
n368608	Q9HCJ0	lncRNA	protein
n368608	Q9UPQ9	lncRNA	protein
n368610	O00425	lncRNA	protein
n368610	Q15717	lncRNA	protein
n368610	Q9NZI8	lncRNA	protein
n368610	Q9UKV8	lncRNA	protein
n368610	Q9Y6M1	lncRNA	protein
n368624	Q49AS9	lncRNA	protein
n368627	Q9NZI8	lncRNA	protein
n368637	P31483	lncRNA	protein
n368637	Q13148	lncRNA	protein
n368637	Q15717	lncRNA	protein
n368637	Q49AS9	lncRNA	protein
n368727	Q9H9G7	lncRNA	protein
n368727	Q9HCK5	lncRNA	protein
n368727	Q9UKV8	lncRNA	protein
n368727	Q9UL18	lncRNA	protein
n368759	O00425	lncRNA	protein
n368764	P35637	lncRNA	protein
n368764	Q01844	lncRNA	protein
n368786	O00425	lncRNA	protein
n368786	Q8NDV7	lncRNA	protein
n368786	Q9HCJ0	lncRNA	protein
n368786	Q9NZI8	lncRNA	protein
n368786	Q9UPQ9	lncRNA	protein
n369093	Q15717	lncRNA	protein
n369186	Q15717	lncRNA	protein
n369243	P31483	lncRNA	protein
n369376	Q8NDV7	lncRNA	protein
n369376	Q9HCJ0	lncRNA	protein
n369376	Q9UPQ9	lncRNA	protein
n369419	P31483	lncRNA	protein
n369419	Q15717	lncRNA	protein
n369419	Q49AS9	lncRNA	protein
n369453	Q01844	lncRNA	protein
n369469	Q49AS9	lncRNA	protein
n369487	Q49AS9	lncRNA	protein
n369505	P35637	lncRNA	protein
n369512	B7ZL34	lncRNA	protein
n369512	Q07955	lncRNA	protein
n369512	Q15717	lncRNA	protein
n369512	Q9NZI8	lncRNA	protein
n369512	Q9Y6M1	lncRNA	protein
n369663	Q15717	lncRNA	protein
n369699	Q07955	lncRNA	protein
n369735	Q13148	lncRNA	protein
n369769	Q07955	lncRNA	protein
n369808	Q49AS9	lncRNA	protein
n369876	O00425	lncRNA	protein
n369876	P35637	lncRNA	protein
n369876	Q07955	lncRNA	protein
n369876	Q9Y6M1	lncRNA	protein
n369879	Q15717	lncRNA	protein
n369879	Q9UKV8	lncRNA	protein
n369881	Q49AS9	lncRNA	protein
n369925	Q13148	lncRNA	protein
n369955	Q07955	lncRNA	protein
n369984	Q07955	lncRNA	protein
n369984	Q15717	lncRNA	protein
n369984	Q9HCE1	lncRNA	protein
n369995	Q15717	lncRNA	protein
n369997	Q15717	lncRNA	protein
n370008	P31483	lncRNA	protein
n370013	Q49AS9	lncRNA	protein
n370058	Q15717	lncRNA	protein
n370070	Q07955	lncRNA	protein
n370090	Q49AS9	lncRNA	protein
n370117	Q07955	lncRNA	protein
n370126	Q9Y6M1	lncRNA	protein
n370152	P26599	lncRNA	protein
n370153	Q13148	lncRNA	protein
n370180	Q07955	lncRNA	protein
n370180	Q15717	lncRNA	protein
n370205	P31483	lncRNA	protein
n370205	Q49AS9	lncRNA	protein
n370290	B7ZL34	lncRNA	protein
n370290	Q8NDV7	lncRNA	protein
n370290	Q96PU8	lncRNA	protein
n370290	Q9HCJ0	lncRNA	protein
n370290	Q9UPQ9	lncRNA	protein
n370423	Q15717	lncRNA	protein
n370452	P35637	lncRNA	protein
n370540	Q13148	lncRNA	protein
n370540	Q15717	lncRNA	protein
n370542	Q13148	lncRNA	protein
n370571	Q49AS9	lncRNA	protein
n370574	P31483	lncRNA	protein
n370574	Q15717	lncRNA	protein
n370574	Q49AS9	lncRNA	protein
n370585	Q86X94	lncRNA	protein
n370698	P31483	lncRNA	protein
n370698	Q49AS9	lncRNA	protein
n370709	P35637	lncRNA	protein
n370709	Q86X94	lncRNA	protein
n370725	Q15717	lncRNA	protein
n370849	Q15717	lncRNA	protein
n370880	P26599	lncRNA	protein
n370880	Q15717	lncRNA	protein
n370923	Q13148	lncRNA	protein
n370930	Q9HCE1	lncRNA	protein
n370995	Q07955	lncRNA	protein
n370995	Q9HCE1	lncRNA	protein
n371206	Q07955	lncRNA	protein
n371225	P26599	lncRNA	protein
n371273	Q15717	lncRNA	protein
n371301	Q15717	lncRNA	protein
n371301	Q9H9G7	lncRNA	protein
n371301	Q9HCK5	lncRNA	protein
n371301	Q9UKV8	lncRNA	protein
n371301	Q9UL18	lncRNA	protein
n371342	P31483	lncRNA	protein
n371453	P35637	lncRNA	protein
n371552	Q01844	lncRNA	protein
n371587	P26599	lncRNA	protein
n371665	O00425	lncRNA	protein
n371665	Q15717	lncRNA	protein
n371665	Q9NZI8	lncRNA	protein
n371665	Q9UKV8	lncRNA	protein
n371665	Q9Y6M1	lncRNA	protein
n371670	Q15717	lncRNA	protein
n371672	P31483	lncRNA	protein
n371673	Q9NZI8	lncRNA	protein
n371673	Q9Y6M1	lncRNA	protein
n371680	B7ZL34	lncRNA	protein
n371680	Q15717	lncRNA	protein
n371684	Q15717	lncRNA	protein
n371761	Q07955	lncRNA	protein
n371778	Q15717	lncRNA	protein
n371814	Q13148	lncRNA	protein
n371891	Q15717	lncRNA	protein
n371907	Q15717	lncRNA	protein
n371910	Q01844	lncRNA	protein
n371910	Q49AS9	lncRNA	protein
n371912	Q49AS9	lncRNA	protein
n371915	Q15717	lncRNA	protein
n371934	Q15717	lncRNA	protein
n371938	P35637	lncRNA	protein
n372019	P31483	lncRNA	protein
n372019	Q49AS9	lncRNA	protein
n372030	Q49AS9	lncRNA	protein
n372205	Q15717	lncRNA	protein
n372205	Q9NZI8	lncRNA	protein
n372205	Q9Y6M1	lncRNA	protein
n372291	Q15717	lncRNA	protein
n372291	Q49AS9	lncRNA	protein
n372317	P35637	lncRNA	protein
n372317	Q15717	lncRNA	protein
n372336	Q9H9G7	lncRNA	protein
n372336	Q9HCK5	lncRNA	protein
n372336	Q9UKV8	lncRNA	protein
n372336	Q9UL18	lncRNA	protein
n372403	Q13148	lncRNA	protein
n372462	Q15717	lncRNA	protein
n372503	Q15717	lncRNA	protein
n372524	Q49AS9	lncRNA	protein
n372533	Q15717	lncRNA	protein
n372578	P35637	lncRNA	protein
n372578	Q15717	lncRNA	protein
n372578	Q49AS9	lncRNA	protein
n372578	Q86X94	lncRNA	protein
n372614	P35637	lncRNA	protein
n372685	P35637	lncRNA	protein
n372685	Q49AS9	lncRNA	protein
n372718	O00425	lncRNA	protein
n372725	P31483	lncRNA	protein
n372786	Q15717	lncRNA	protein
n372815	Q15717	lncRNA	protein
n372815	Q49AS9	lncRNA	protein
n372815	Q86X94	lncRNA	protein
n372815	Q9HCE1	lncRNA	protein
n372903	Q15717	lncRNA	protein
n372916	Q15717	lncRNA	protein
n372935	O00425	lncRNA	protein
n372935	Q9NZI8	lncRNA	protein
n372944	Q15717	lncRNA	protein
n372953	B7ZL34	lncRNA	protein
n372953	O00425	lncRNA	protein
n372953	P35637	lncRNA	protein
n372953	Q01844	lncRNA	protein
n372953	Q15717	lncRNA	protein
n372953	Q49AS9	lncRNA	protein
n372953	Q8NDV7	lncRNA	protein
n372953	Q9HCJ0	lncRNA	protein
n372953	Q9NZI8	lncRNA	protein
n372953	Q9UPQ9	lncRNA	protein
n372953	Q9Y6M1	lncRNA	protein
n372986	Q15717	lncRNA	protein
n372987	Q15717	lncRNA	protein
n372993	O00425	lncRNA	protein
n372993	Q15717	lncRNA	protein
n372993	Q9H9G7	lncRNA	protein
n372993	Q9HCK5	lncRNA	protein
n372993	Q9UKV8	lncRNA	protein
n372993	Q9UL18	lncRNA	protein
n373434	Q49AS9	lncRNA	protein
n373555	Q15717	lncRNA	protein
n373563	Q15717	lncRNA	protein
n373575	Q07955	lncRNA	protein
n373685	Q07955	lncRNA	protein
n373706	Q07955	lncRNA	protein
n373758	Q49AS9	lncRNA	protein
n373787	Q15717	lncRNA	protein
n373788	Q15717	lncRNA	protein
n373865	P35637	lncRNA	protein
n373886	Q15717	lncRNA	protein
n373943	Q07955	lncRNA	protein
n374027	Q86X94	lncRNA	protein
n374061	O00425	lncRNA	protein
n374109	Q13148	lncRNA	protein
n374138	Q49AS9	lncRNA	protein
n374240	Q13148	lncRNA	protein
n374487	Q07955	lncRNA	protein
n374497	Q9Y6M1	lncRNA	protein
n374499	P26599	lncRNA	protein
n374520	O00425	lncRNA	protein
n374520	Q13148	lncRNA	protein
n374534	O00425	lncRNA	protein
n374534	Q9Y6M1	lncRNA	protein
n374536	Q07955	lncRNA	protein
n374538	Q07955	lncRNA	protein
n374604	Q9NZI8	lncRNA	protein
n374652	Q15717	lncRNA	protein
n374652	Q9Y6M1	lncRNA	protein
n374660	P31483	lncRNA	protein
n374660	Q49AS9	lncRNA	protein
n374801	Q13148	lncRNA	protein
n375021	P26599	lncRNA	protein
n375063	P26599	lncRNA	protein
n375097	Q15717	lncRNA	protein
n375209	Q07955	lncRNA	protein
n375209	Q49AS9	lncRNA	protein
n375212	P35637	lncRNA	protein
n375243	Q07955	lncRNA	protein
n375244	Q07955	lncRNA	protein
n375266	P35637	lncRNA	protein
n375266	Q15717	lncRNA	protein
n375267	Q15717	lncRNA	protein
n375270	Q15717	lncRNA	protein
n375270	Q9NZI8	lncRNA	protein
n375318	Q13148	lncRNA	protein
n375340	Q13148	lncRNA	protein
n375390	Q07955	lncRNA	protein
n375399	Q49AS9	lncRNA	protein
n375457	Q07955	lncRNA	protein
n375459	P31483	lncRNA	protein
n375462	Q13148	lncRNA	protein
n375473	P26599	lncRNA	protein
n375473	P35637	lncRNA	protein
n375522	O00425	lncRNA	protein
n375522	Q07955	lncRNA	protein
n375526	P31483	lncRNA	protein
n375578	Q15717	lncRNA	protein
n375603	P31483	lncRNA	protein
n375603	Q13148	lncRNA	protein
n375603	Q15717	lncRNA	protein
n375603	Q49AS9	lncRNA	protein
n375625	Q15717	lncRNA	protein
n375630	Q07955	lncRNA	protein
n375659	Q15717	lncRNA	protein
n375683	Q15717	lncRNA	protein
n375703	Q15717	lncRNA	protein
n375715	Q13148	lncRNA	protein
n375715	Q49AS9	lncRNA	protein
n375744	Q13148	lncRNA	protein
n375745	Q13148	lncRNA	protein
n375746	Q13148	lncRNA	protein
n375747	Q13148	lncRNA	protein
n375748	Q13148	lncRNA	protein
n375802	Q49AS9	lncRNA	protein
n375854	Q8NDV7	lncRNA	protein
n375854	Q9HCJ0	lncRNA	protein
n375854	Q9UPQ9	lncRNA	protein
n375857	P35637	lncRNA	protein
n375857	Q15717	lncRNA	protein
n375935	Q07955	lncRNA	protein
n375968	P35637	lncRNA	protein
n376010	P35637	lncRNA	protein
n376188	Q6PJX3	lncRNA	protein
n376189	P35637	lncRNA	protein
n376189	Q01844	lncRNA	protein
n376189	Q15717	lncRNA	protein
n376189	Q86X94	lncRNA	protein
n376189	Q9NZI8	lncRNA	protein
n376189	Q9UKV8	lncRNA	protein
n376203	O00425	lncRNA	protein
n376203	Q07955	lncRNA	protein
n376203	Q15717	lncRNA	protein
n376203	Q9H9G7	lncRNA	protein
n376203	Q9HCK5	lncRNA	protein
n376203	Q9NZI8	lncRNA	protein
n376203	Q9UKV8	lncRNA	protein
n376203	Q9UL18	lncRNA	protein
n376203	Q9Y6M1	lncRNA	protein
n376207	Q86X94	lncRNA	protein
n376215	O00425	lncRNA	protein
n376215	Q15717	lncRNA	protein
n376248	Q9UKV8	lncRNA	protein
n376275	Q13148	lncRNA	protein
n376313	Q15717	lncRNA	protein
n376314	P35637	lncRNA	protein
n376314	Q01844	lncRNA	protein
n376314	Q15717	lncRNA	protein
n376314	Q86X94	lncRNA	protein
n376314	Q9HCE1	lncRNA	protein
n376336	Q86X94	lncRNA	protein
n376366	P26599	lncRNA	protein
n376366	Q13148	lncRNA	protein
n376380	Q15717	lncRNA	protein
n376381	Q15717	lncRNA	protein
n376384	Q15717	lncRNA	protein
n376398	P35637	lncRNA	protein
n376398	Q15717	lncRNA	protein
n376402	Q13148	lncRNA	protein
n376403	Q13148	lncRNA	protein
n376411	P35637	lncRNA	protein
n376411	Q15717	lncRNA	protein
n376420	Q13148	lncRNA	protein
n376420	Q15717	lncRNA	protein
n376424	Q13148	lncRNA	protein
n376425	Q15717	lncRNA	protein
n376433	O00425	lncRNA	protein
n376433	Q01844	lncRNA	protein
n376433	Q07955	lncRNA	protein
n376433	Q86X94	lncRNA	protein
n376433	Q9NZI8	lncRNA	protein
n376433	Q9Y6M1	lncRNA	protein
n376434	Q49AS9	lncRNA	protein
n376473	P31483	lncRNA	protein
n376473	P35637	lncRNA	protein
n376473	Q01844	lncRNA	protein
n376473	Q13148	lncRNA	protein
n376473	Q15717	lncRNA	protein
n376473	Q49AS9	lncRNA	protein
n376473	Q86X94	lncRNA	protein
n376473	Q9HCE1	lncRNA	protein
n376477	Q49AS9	lncRNA	protein
n376502	Q15717	lncRNA	protein
n376504	Q15717	lncRNA	protein
n376518	Q01844	lncRNA	protein
n376544	Q15717	lncRNA	protein
n376590	P31483	lncRNA	protein
n376590	Q49AS9	lncRNA	protein
n376755	Q13148	lncRNA	protein
n376779	Q15717	lncRNA	protein
n376979	P26599	lncRNA	protein
n377015	P31483	lncRNA	protein
n377015	Q13148	lncRNA	protein
n377015	Q49AS9	lncRNA	protein
n377170	Q15717	lncRNA	protein
n377214	P35637	lncRNA	protein
n377214	Q15717	lncRNA	protein
n377217	Q15717	lncRNA	protein
n377236	P31483	lncRNA	protein
n377236	Q49AS9	lncRNA	protein
n377254	P35637	lncRNA	protein
n377254	Q01844	lncRNA	protein
n377284	Q07955	lncRNA	protein
n377290	Q49AS9	lncRNA	protein
n377295	Q86X94	lncRNA	protein
n377416	Q49AS9	lncRNA	protein
n377456	Q07955	lncRNA	protein
n377506	Q15717	lncRNA	protein
n377541	Q07955	lncRNA	protein
n377577	O43251	lncRNA	protein
n377639	O00425	lncRNA	protein
n377639	P31483	lncRNA	protein
n377639	Q15717	lncRNA	protein
n377639	Q9UKV8	lncRNA	protein
n377639	Q9Y6M1	lncRNA	protein
n377642	Q15717	lncRNA	protein
n377651	Q15717	lncRNA	protein
n377656	P35637	lncRNA	protein
n377656	Q9Y6M1	lncRNA	protein
n377659	Q07955	lncRNA	protein
n377660	Q07955	lncRNA	protein
n377660	Q15717	lncRNA	protein
n377664	Q15717	lncRNA	protein
n377664	Q86X94	lncRNA	protein
n377664	Q9NZI8	lncRNA	protein
n377664	Q9UKV8	lncRNA	protein
n377665	Q15717	lncRNA	protein
n377665	Q49AS9	lncRNA	protein
n377669	O00425	lncRNA	protein
n377669	Q9Y6M1	lncRNA	protein
n377670	O00425	lncRNA	protein
n377670	Q07955	lncRNA	protein
n377670	Q9Y6M1	lncRNA	protein
n377672	Q15717	lncRNA	protein
n377677	Q15717	lncRNA	protein
n377678	Q07955	lncRNA	protein
n377680	P26599	lncRNA	protein
n377680	Q07955	lncRNA	protein
n377683	Q07955	lncRNA	protein
n377683	Q15717	lncRNA	protein
n377684	Q07955	lncRNA	protein
n377707	Q07955	lncRNA	protein
n377717	O00425	lncRNA	protein
n377717	Q07955	lncRNA	protein
n377717	Q15717	lncRNA	protein
n377717	Q9NZI8	lncRNA	protein
n377717	Q9UKV8	lncRNA	protein
n377717	Q9Y6M1	lncRNA	protein
n377736	Q07955	lncRNA	protein
n377740	Q15717	lncRNA	protein
n377740	Q9UKV8	lncRNA	protein
n377740	Q9Y6M1	lncRNA	protein
n377766	P26599	lncRNA	protein
n377766	P35637	lncRNA	protein
n377766	Q15717	lncRNA	protein
n377769	O43251	lncRNA	protein
n377769	P26599	lncRNA	protein
n377771	O00425	lncRNA	protein
n377788	P31483	lncRNA	protein
n377788	Q49AS9	lncRNA	protein
n377795	Q07955	lncRNA	protein
n377799	P26599	lncRNA	protein
n377799	P31483	lncRNA	protein
n377799	P35637	lncRNA	protein
n377799	Q01844	lncRNA	protein
n377799	Q15717	lncRNA	protein
n377799	Q49AS9	lncRNA	protein
n377799	Q86X94	lncRNA	protein
n377799	Q9HCE1	lncRNA	protein
n377799	Q9NZI8	lncRNA	protein
n377799	Q9Y6M1	lncRNA	protein
n377809	Q07955	lncRNA	protein
n377813	Q15717	lncRNA	protein
n377818	O00425	lncRNA	protein
n377818	P31483	lncRNA	protein
n377818	Q9NZI8	lncRNA	protein
n377818	Q9Y6M1	lncRNA	protein
n377827	O00425	lncRNA	protein
n377827	Q07955	lncRNA	protein
n377827	Q9H9G7	lncRNA	protein
n377827	Q9HCK5	lncRNA	protein
n377827	Q9NZI8	lncRNA	protein
n377827	Q9UKV8	lncRNA	protein
n377827	Q9UL18	lncRNA	protein
n377827	Q9Y6M1	lncRNA	protein
n377834	B7ZL34	lncRNA	protein
n377834	O00425	lncRNA	protein
n377834	Q15717	lncRNA	protein
n377834	Q8NDV7	lncRNA	protein
n377834	Q9H9G7	lncRNA	protein
n377834	Q9HCJ0	lncRNA	protein
n377834	Q9HCK5	lncRNA	protein
n377834	Q9NZI8	lncRNA	protein
n377834	Q9UKV8	lncRNA	protein
n377834	Q9UL18	lncRNA	protein
n377834	Q9UPQ9	lncRNA	protein
n377859	P26599	lncRNA	protein
n377862	Q13148	lncRNA	protein
n377873	B7ZL34	lncRNA	protein
n377873	O00425	lncRNA	protein
n377873	Q9H9G7	lncRNA	protein
n377873	Q9HCK5	lncRNA	protein
n377873	Q9UKV8	lncRNA	protein
n377873	Q9UL18	lncRNA	protein
n377873	Q9Y6M1	lncRNA	protein
n377897	Q15717	lncRNA	protein
n377897	Q9NZI8	lncRNA	protein
n377897	Q9Y6M1	lncRNA	protein
n377912	P35637	lncRNA	protein
n377912	Q15717	lncRNA	protein
n377916	P26599	lncRNA	protein
n377919	Q9UKV8	lncRNA	protein
n377923	P26599	lncRNA	protein
n377932	P26599	lncRNA	protein
n377932	P31483	lncRNA	protein
n377932	P35637	lncRNA	protein
n377932	Q01844	lncRNA	protein
n377932	Q13148	lncRNA	protein
n377932	Q15717	lncRNA	protein
n377932	Q49AS9	lncRNA	protein
n377932	Q8NDV7	lncRNA	protein
n377932	Q9HCJ0	lncRNA	protein
n377932	Q9NZI8	lncRNA	protein
n377932	Q9UPQ9	lncRNA	protein
n377954	Q07955	lncRNA	protein
n377981	Q13148	lncRNA	protein
n377982	Q13148	lncRNA	protein
n377986	Q15717	lncRNA	protein
n377986	Q9NZI8	lncRNA	protein
n377986	Q9UKV8	lncRNA	protein
n377986	Q9Y6M1	lncRNA	protein
n377988	Q07955	lncRNA	protein
n378002	P26599	lncRNA	protein
n378002	Q15717	lncRNA	protein
n378002	Q49AS9	lncRNA	protein
n378007	Q15717	lncRNA	protein
n378039	Q49AS9	lncRNA	protein
n378054	Q07955	lncRNA	protein
n378063	Q07955	lncRNA	protein
n378068	P31483	lncRNA	protein
n378068	P35637	lncRNA	protein
n378068	Q07955	lncRNA	protein
n378068	Q49AS9	lncRNA	protein
n378068	Q8NDV7	lncRNA	protein
n378068	Q9H9G7	lncRNA	protein
n378068	Q9HCJ0	lncRNA	protein
n378068	Q9HCK5	lncRNA	protein
n378068	Q9UKV8	lncRNA	protein
n378068	Q9UL18	lncRNA	protein
n378068	Q9UPQ9	lncRNA	protein
n378094	P31483	lncRNA	protein
n378094	P35637	lncRNA	protein
n378094	Q01844	lncRNA	protein
n378094	Q15717	lncRNA	protein
n378094	Q49AS9	lncRNA	protein
n378100	Q15717	lncRNA	protein
n378107	P26599	lncRNA	protein
n378107	P35637	lncRNA	protein
n378107	Q01844	lncRNA	protein
n378107	Q13148	lncRNA	protein
n378108	O00425	lncRNA	protein
n378108	P35637	lncRNA	protein
n378108	Q07955	lncRNA	protein
n378108	Q13148	lncRNA	protein
n378108	Q8NDV7	lncRNA	protein
n378108	Q9HCJ0	lncRNA	protein
n378108	Q9UPQ9	lncRNA	protein
n378108	Q9Y6M1	lncRNA	protein
n378125	Q15717	lncRNA	protein
n378136	Q07955	lncRNA	protein
n378190	Q49AS9	lncRNA	protein
n378201	Q15717	lncRNA	protein
n378218	Q49AS9	lncRNA	protein
n378238	Q9Y6M1	lncRNA	protein
n378247	P26599	lncRNA	protein
n378251	P15514	lncRNA	protein
n378252	B7ZL34	lncRNA	protein
n378252	O00425	lncRNA	protein
n378252	Q13285	lncRNA	protein
n378252	Q15717	lncRNA	protein
n378252	Q8NDV7	lncRNA	protein
n378252	Q96PU8	lncRNA	protein
n378252	Q9H9G7	lncRNA	protein
n378252	Q9HCJ0	lncRNA	protein
n378252	Q9HCK5	lncRNA	protein
n378252	Q9UKV8	lncRNA	protein
n378252	Q9UL18	lncRNA	protein
n378252	Q9UPQ9	lncRNA	protein
n378252	Q9Y6M1	lncRNA	protein
n378273	O00425	lncRNA	protein
n378277	Q07955	lncRNA	protein
n378287	Q15717	lncRNA	protein
n378313	Q07955	lncRNA	protein
n378317	Q13148	lncRNA	protein
n378350	Q15717	lncRNA	protein
n378352	O00425	lncRNA	protein
n378353	Q01844	lncRNA	protein
n378353	Q13148	lncRNA	protein
n378353	Q15717	lncRNA	protein
n378353	Q49AS9	lncRNA	protein
n378366	O00425	lncRNA	protein
n378366	P31483	lncRNA	protein
n378366	Q9NZI8	lncRNA	protein
n378366	Q9Y6M1	lncRNA	protein
n378377	Q15717	lncRNA	protein
n378384	Q49AS9	lncRNA	protein
n378390	O00425	lncRNA	protein
n378390	Q07955	lncRNA	protein
n378414	Q15717	lncRNA	protein
